ID	baseMean	log2FoldChange	padj	Label
RELL1	152.1	-1	4.702e-05	-
TCEAL9	2804	-0.6	4.702e-05	-
SCD	1416.5	1.9	4.927e-05	-
NBPF11	419.5	0.4	4.942e-05	-
COL4A4	207.2	-2	4.994e-05	-
UBE2E3	1499.8	0.4	5.059e-05	-
SCN1B	112.2	1.2	5.132e-05	-
NRP2	2011.9	-0.9	5.132e-05	-
TNFSF15	29.6	2.1	5.425e-05	-
DMPK	1938.3	-0.8	5.456e-05	-
ZNF821	83.7	1.2	5.573e-05	-
MPLKIP	333.5	-0.7	5.579e-05	-
COL11A1	355.6	-2.3	5.593e-05	-
BEND6	299.2	0.6	5.596e-05	-
FADS3	1839.3	-0.9	5.665e-05	-
ADGRB2	505.7	0.8	5.726e-05	-
PXMP2	110.9	-0.8	5.726e-05	-
EXTL2	907.7	0.4	5.888e-05	-
GPR150	22.3	-2.7	5.935e-05	-
RRAD	103.7	1.5	5.987e-05	-
MSANTD3	791.2	0.7	6.024e-05	-
UBIAD1	286.7	-0.7	6.033e-05	-
ATF3	363.1	-1.7	6.22e-05	-
INHBE	15.6	2.4	6.252e-05	-
GFPT2	1021.9	-1.3	6.325e-05	-
IGHMBP2	302.3	-1.1	6.398e-05	-
TMEM165	1874.8	-0.5	6.515e-05	-
TENM4	680.2	1.6	6.532e-05	-
SYDE2	203.7	-1.1	6.547e-05	-
B3GALT2	42.5	-2.8	6.558e-05	-
TYMP	196.3	-1.4	6.572e-05	-
MTOR	2078.6	-0.8	6.572e-05	-
RNF144B	159.5	-1.9	6.616e-05	-
MAPK7	1044.9	-0.8	6.886e-05	-
IGDCC4	361.6	2.2	6.929e-05	-
SPARC	31077.5	0.5	6.955e-05	-
AL163636.2	713.5	-0.8	7.035e-05	-
ROBO1	1786	1.2	7.04e-05	-
FST	2743.1	1.4	7.058e-05	-
KIAA1755	247.4	1.5	7.079e-05	-
CAP1	6886.5	-0.5	7.186e-05	-
ANK2	2006.3	1	7.424e-05	-
SH3BP2	409.2	0.8	7.43e-05	-
ZNF135	152.7	1.1	7.471e-05	-
TTC28	1986.7	0.8	7.517e-05	-
KANK1	1282.9	-1.2	7.534e-05	-
ZNF438	485.7	-0.7	7.642e-05	-
INPP5A	1387.3	-1.3	7.782e-05	-
ANKRD28	5179.8	-0.5	7.886e-05	-
CRLS1	397.7	-0.6	7.942e-05	-
SNAP47	517.4	0.4	7.994e-05	-
GRAMD4	564.7	1.1	8.222e-05	-
PXMP4	281.4	0.6	8.231e-05	-
SLC39A1	2223.6	-0.3	8.254e-05	-
KLF13	2083.2	-0.9	8.623e-05	-
ASMTL	737.4	-0.5	8.683e-05	-
CRIP2	802.7	-0.7	8.753e-05	-
SMTNL2	47.6	2.9	8.803e-05	-
WFDC1	265.2	-1.6	8.913e-05	-
TIA1	1353.6	0.6	9.204e-05	-
GPNMB	26410.1	0.3	9.204e-05	-
CMBL	582.8	0.9	9.308e-05	-
MFSD6	944.5	-1	9.348e-05	-
EVI2A	48.7	1.4	9.408e-05	-
HSPA6	12.9	2.6	9.514e-05	-
AC020978.9	92	-1.1	9.594e-05	-
RGCC	1116.1	-3.1	9.633e-05	-
PACSIN2	993.7	-0.5	9.793e-05	-
CDK2AP2	311.5	-0.9	9.793e-05	-
MRPS36	286.5	-0.5	9.863e-05	-
MSRB1	322.2	-0.6	9.863e-05	-
LIG1	174.1	1.4	9.867e-05	-
CORO2B	543.2	1.2	9.929e-05	-
HRH1	679.7	0.6	9.929e-05	-
TNIP1	2566.5	-0.6	0.0001021	-
RNF114	1569.3	0.5	0.0001061	-
IL17RA	921.9	-0.6	0.000107	-
RANBP9	2180	-0.7	0.0001077	-
AL590560.1	93.5	1.1	0.000108	-
SLC7A14	244.1	2	0.0001106	-
LMOD1	6802.2	-1.1	0.0001106	-
ACKR4	1432.9	1.4	0.0001116	-
CDON	401.1	1.5	0.0001121	-
PRR5L	105.2	-1.2	0.000113	-
AL391422.4	454.7	-0.7	0.000113	-
WIPI1	4698.7	-0.9	0.0001141	-
NVL	273.8	0.6	0.0001141	-
PCM1	2882.8	0.3	0.000116	-
NUCB2	1628.4	0.4	0.0001167	-
TUBB	12465.7	1.1	0.000117	-
FARP2	952.6	-0.6	0.0001197	-
SLC1A5	5405.5	-0.4	0.00012	-
BTG1	1421.7	-0.5	0.00012	-
RCOR2	43.1	1.3	0.00012	-
DIO2	668.9	-1.5	0.00012	-
AC092171.2	312.9	-0.5	0.0001201	-
ZSCAN31	75.7	2	0.0001211	-
PIK3R3	211.5	1.5	0.0001219	-
SLC14A1	51.3	3.4	0.0001219	-
CRLF3	246.6	-0.6	0.0001243	-
NAV3	657.7	-1.7	0.0001249	-
STX2	1113.7	-0.6	0.0001249	-
RAET1G	79.5	1	0.0001264	-
LRRC8D	528.5	0.6	0.0001345	-
KLHL23	216.5	-1.6	0.0001348	-
SARS	2829	0.5	0.0001365	-
C16orf74	68.5	0.9	0.0001382	-
PPIP5K1	309	1.1	0.0001391	-
ABL2	1184.3	-0.7	0.000141	-
FCHO2	874.1	-0.6	0.0001449	-
CAMK1D	325.5	0.7	0.0001486	-
AP000892.3	1056	-1.6	0.0001493	-
RMDN2	179.7	-0.7	0.0001498	-
TTC8	711.3	0.6	0.0001512	-
NIT2	698.1	-0.4	0.0001524	-
NUDCD2	483.6	-1	0.0001583	-
NBL1	11905.8	-0.7	0.0001594	-
ASAH2B	108.4	0.8	0.0001594	-
EPHB2	387.7	1.8	0.0001623	-
ACTN4	14057	-0.8	0.0001632	-
CLIC6	754.1	-1	0.0001783	-
TCP11L1	483.7	-0.4	0.0001783	-
FAM107A	161.1	-4.7	0.0001799	-
GDF7	305.9	-1.8	0.0001807	-
ATP10A	294	-1.4	0.0001817	-
TSPAN8	23.3	-3.9	0.0001857	-
PLEKHG4	234.4	1.2	0.000187	-
STRADB	1106.6	-0.8	0.0001874	-
NLN	526.8	-0.7	0.0001876	-
SSB	2441.3	-0.8	0.0001876	-
EGR3	53.8	2	0.0001876	-
CD82	2295.2	-1.2	0.0001878	-
EPHB4	1177.5	0.8	0.0001881	-
AC027237.4	51.5	-1.7	0.0001887	-
ADCY8	23.9	3.9	0.0001904	-
SPEN	1463.7	-0.7	0.0001928	-
AHDC1	592.6	0.5	0.0001932	-
MTSS1	1691.1	-1.9	0.000196	-
TMEM115	1316.4	-0.3	0.0001972	-
ACVRL1	852.3	-0.7	0.0002041	-
DDI2	600	-0.9	0.0002051	-
MBIP	327.5	0.5	0.0002057	-
HIF3A	227.8	-2.5	0.0002064	-
CEMIP2	940.2	-0.9	0.0002064	-
BMPER	554.1	1.5	0.0002065	-
SIDT2	1321.4	-0.7	0.0002106	-
ABCA10	149.5	1.4	0.0002107	-
UBALD1	319.2	-0.6	0.0002115	-
CNIH3	75.6	1.1	0.0002124	-
DLG4	494.9	0.4	0.0002129	-
PDGFC	1022.7	0.8	0.0002219	-
SESN2	829.8	0.9	0.000223	-
ARHGEF40	2014.5	0.8	0.0002273	-
BCL9	482.4	0.7	0.0002304	-
EBF1	873.3	-1	0.0002331	-
TMEM47	12661.3	-1.1	0.0002334	-
AC130371.2	74.4	1.1	0.0002386	-
CERS5	692.4	-0.4	0.0002402	-
PELI2	381.2	0.7	0.0002422	-
SUFU	731.9	0.4	0.0002429	-
SLC26A6	374	-0.8	0.0002434	-
TNFRSF11B	7711.2	1.5	0.0002436	-
C5orf51	1151.7	-0.4	0.0002452	-
ZNF589	183.2	0.5	0.0002469	-
VEGFA	1919.8	1	0.0002474	-
DHX37	367.1	-0.6	0.0002483	-
MAPK10	914.3	0.7	0.0002591	-
GDF5	448.3	1.2	0.0002591	-
MFSD10	1027.4	-0.5	0.0002617	-
AL049839.2	23.8	-4	0.0002629	-
CAVIN1	19458.2	-0.6	0.0002679	-
IFI44L	94.2	-1.4	0.0002695	-
PDP2	394.9	-0.6	0.000278	-
PRKG2	290.2	1.4	0.0002795	-
WDR36	1082.8	0.8	0.0002884	-
SYNRG	1002.6	0.5	0.0002886	-
DGKH	479.4	-0.8	0.0002897	-
PXYLP1	377	0.8	0.0002926	-
ADI1	1549.8	-0.6	0.0002937	-
MAPRE3	308.6	0.7	0.0002938	-
ZHX2	826.9	0.6	0.0002939	-
SLITRK6	48.2	3.2	0.0003024	-
BDH1	66.1	-1.1	0.0003045	-
SSR3	2918.3	-0.3	0.0003123	-
DLG3	389	0.8	0.0003124	-
PALLD	22729.7	-0.8	0.0003124	-
GPD1L	246.2	-0.9	0.0003124	-
TMEM143	138.9	0.7	0.000318	-
HSD17B6	166.6	2.2	0.0003204	-
PRXL2C	888.6	-0.8	0.0003204	-
ZFP36L2	8041.4	-0.6	0.0003206	-
RTL3	67.7	-3	0.0003206	-
GPN3	241.6	-0.7	0.0003214	-
IFIT1	262.9	1.5	0.0003216	-
ZSCAN23	54.3	1.2	0.0003219	-
FAM180A	1341.3	-0.8	0.0003267	-
TBRG4	562.7	-0.5	0.0003297	-
SECTM1	634.6	0.7	0.00033	-
TNIK	771.4	1.1	0.0003506	-
ZNF10	180.3	0.8	0.0003557	-
IFI44	197.9	1	0.0003569	-
TGFB1I1	1825.5	-0.6	0.000358	-
PITPNC1	191.1	-0.9	0.0003712	-
LINC01503	96.6	0.9	0.0003739	-
RXFP1	35.9	2	0.0003756	-
CTSC	4158.3	-1	0.0003786	-
MDM2	2988.4	0.6	0.0003853	-
EFCAB7	172.1	0.8	0.0003887	-
SPTA1	9.7	3.3	0.0003888	-
HDAC7	3114.5	-0.6	0.000392	-
NFE2	11.9	2.5	0.0003933	-
LAMA3	1256.4	-1.2	0.0003958	-
LSP1	15.2	4.2	0.0004129	-
FAT4	2979.7	-0.5	0.0004129	-
DOCK5	1142.5	-0.7	0.000415	-
XPOT	3434.5	0.4	0.0004225	-
LAMC2	71.9	-0.9	0.0004298	-
FAM20C	1906.2	-1	0.000432	-
LFNG	15.8	2.7	0.0004322	-
CNTNAP1	1858.6	0.6	0.0004386	-
MAP1LC3A	464	-0.5	0.0004388	-
PSAT1	720.3	1.2	0.0004388	-
RHOBTB3	15265.4	-1	0.0004408	-
SUSD6	840.8	-0.6	0.0004437	-
AC007325.4	12.7	-5	0.0004451	-
VCL	16858	-0.8	0.0004487	-
MEIS3	882.7	-0.6	0.0004545	-
STIM2	1130.9	0.9	0.0004545	-
FOXN2	297.9	-1	0.0004548	-
ROCK1	2662.8	-0.5	0.0004552	-
LZTS1	68.7	1	0.000457	-
ARHGAP29	4555.5	-1.2	0.000457	-
PINK1	3308.9	-0.4	0.0004731	-
HS2ST1	2084.7	-0.9	0.0004814	-
AP5B1	353.3	-0.7	0.0004817	-
STARD13	1019.3	-0.7	0.000483	-
ANKRD27	544.7	-0.4	0.0004876	-
CELF2	5621.2	-0.8	0.00049	-
ANKRD40	1189	-0.3	0.0004907	-
SPTBN4	179.9	1.3	0.0004941	-
CILP	849.3	-1.4	0.0004985	-
JADE3	226.9	0.8	0.0004988	-
OSBPL3	1121.4	1.1	0.0004998	-
SRI	1461.8	-0.4	0.0004998	-
DDAH1	3052.9	-1.3	0.0005035	-
AC130304.1	207.1	-1.6	0.0005055	-
VDAC2	2161.3	-0.5	0.0005139	-
IL34	51.8	2	0.0005208	-
CITED4	54.3	-1.5	0.0005264	-
SH3YL1	457.5	0.5	0.0005452	-
RRAS	2008.3	-0.5	0.0005457	-
PM20D2	415.3	-0.6	0.0005548	-
SSBP2	742.7	0.5	0.0005718	-
STX11	21.4	-2.5	0.0005731	-
BAG3	1171.7	-0.4	0.0005731	-
COL5A2	15890.5	-0.3	0.0005731	-
NEIL3	47.7	1.3	0.0005833	-
SORBS1	44.3	-1.7	0.0005894	-
UQCRC1	1794	-0.4	0.0005924	-
AKAP7	101.3	-0.8	0.0006012	-
COX11	892.3	-0.9	0.0006012	-
FLOT2	1989.2	-0.5	0.0006021	-
GSR	1094.1	-0.6	0.0006109	-
EDA	79.8	-1.3	0.0006183	-
DSTN	15878.9	-0.9	0.0006272	-
NFKBIA	562.7	-0.8	0.0006331	-
PCOLCE	8621.7	0.6	0.0006356	-
CCDC102B	77.2	1.4	0.0006356	-
ANGPTL7	258	-5.8	0.0006433	-
CIC	2025.4	0.4	0.0006489	-
MMP15	165.6	-1.2	0.0006608	-
MAN1A1	5724.5	-0.8	0.0006672	-
FLNA	72503.9	-0.6	0.0006728	-
TMEM217	48.9	1.6	0.0006733	-
CCNA2	191.1	-1	0.0006736	-
CKMT2-AS1	91.8	1	0.0006805	-
LDB1	2031	0.5	0.0006951	-
AKAP13	2888.9	-0.6	0.0006997	-
RASD2	34.5	1.9	0.0007045	-
MT1L	80	-0.9	0.000705	-
ALG2	794.9	-0.4	0.0007154	-
MAST4	822.7	0.5	0.0007221	-
ABCB9	65.6	0.9	0.0007286	-
XYLB	77.2	1.2	0.0007295	-
TLE1	1085.2	-0.9	0.0007338	-
LRRC4	20.3	2.2	0.0007349	-
RABGEF1	1198.5	-0.4	0.0007349	-
PLCXD3	25.9	-3.2	0.0007349	-
IARS	2980.2	0.6	0.0007349	-
MAP1A	7052	0.7	0.0007395	-
GIT2	2607.6	-0.5	0.0007412	-
WASF1	631.7	-0.6	0.0007468	-
SLC22A18	232.5	-0.6	0.0007493	-
COL1A2	205068	0.4	0.0007519	-
BLNK	25.2	2.8	0.0007525	-
HMMR	38.3	-1.3	0.0007537	-
CDK4	1912.9	0.7	0.0007546	-
CDKN1A	7965.6	0.9	0.0007605	-
H2AFJ	680.8	-0.7	0.0007851	-
AC112206.2	8.6	-5.1	0.0007914	-
RFTN2	255.4	0.8	0.0008042	-
CRIM1	11597.2	-1	0.0008248	-
SHLD2	418.5	-0.4	0.0008275	-
FURIN	2466.4	-0.5	0.0008305	-
ATP6V0D1	1469.4	0.3	0.0008333	-
MEX3B	188.1	1.6	0.0008333	-
GNB2	2584.9	-0.4	0.000855	-
SLC35F5	1704.7	-0.6	0.0008612	-
IKZF4	241.5	0.6	0.000864	-
RGS10	401.2	0.6	0.000864	-
SLC36A1	778.9	-0.7	0.0008649	-
NAP1L1	12155.4	-0.4	0.0008707	-
BCAT2	490.1	-0.7	0.0008851	-
DMXL2	711.5	0.4	0.0008887	-
AARS	2918.9	0.5	0.0009028	-
UBALD2	376.2	-0.8	0.0009145	-
SLC25A29	435.6	0.6	0.0009147	-
PHIP	1598	0.4	0.0009299	-
RHNO1	355	0.7	0.0009299	-
CALM1	4064.7	-0.3	0.0009299	-
LRCH1	512.5	0.5	0.0009388	-
CPT1A	2285.8	-0.7	0.0009389	-
BATF3	43.1	-2	0.0009406	-
TMPO	526.9	0.6	0.0009411	-
EFR3B	22.4	1.8	0.0009445	-
P2RY14	21.5	-1.6	0.0009574	-
RBM43	752.2	0.6	0.0009583	-
ACOT12	21.5	1.7	0.0009601	-
PKNOX2	17.3	2.4	0.0009624	-
LINC02593	26.5	1.8	0.0009654	-
AC093627.4	53.7	-1.3	0.001036	-
PLPP1	1745.1	0.8	0.001058	-
CPA4	162.8	2.2	0.001064	-
AC240274.1	848.6	0.8	0.001064	-
AL355102.2	47.5	1.5	0.001067	-
CLDND1	1011.9	-0.4	0.001073	-
LOXL1-AS1	211.7	0.6	0.001073	-
GTF2E2	542.1	-0.3	0.001078	-
PTPN9	1115.6	-0.4	0.001082	-
INSYN2A	50.8	-2.4	0.001087	-
AL139260.3	24.9	-4.7	0.00109	-
EPHB6	2306.6	-1.4	0.001091	-
WTIP	620.8	-0.8	0.001091	-
ADAP1	26.6	-2.3	0.001114	-
CLSTN1	6778.4	-0.3	0.001116	-
IL12A	39.9	2	0.001119	-
SPCS3	3686.2	-0.7	0.001133	-
PRUNE2	5520	-0.7	0.001136	-
DPP9	1545.8	-0.5	0.001138	-
SERPINB8	397.6	-0.5	0.00115	-
NPC1	979.2	-0.7	0.001163	-
CAMK2A	23.6	1.5	0.001172	-
CH25H	38.2	1.5	0.001192	-
SLC20A1	690.5	0.5	0.001204	-
ETV5	519.3	-0.7	0.001208	-
PMS1	464.3	-0.5	0.001212	-
RALY	2021.6	0.4	0.001212	-
DNAJC22	55.2	1.1	0.001234	-
ARSI	206.9	1.8	0.001236	-
RMC1	378.2	-0.6	0.001282	-
FRZB	89.9	-1.7	0.001282	-
ZC3H7A	1464.9	-0.5	0.001291	-
FAM167A	88.7	-1	0.001291	-
AL669918.1	9.6	6.6	0.001291	-
ATG9A	1945.5	-0.3	0.001292	-
ACTA2	5581.4	-1	0.00131	-
SH3BP5	1289.3	0.9	0.00131	-
RBM4B	322.1	0.5	0.00131	-
TRIM2	1303.3	0.8	0.001328	-
PPM1D	405	0.6	0.001334	-
ARHGEF25	1236	-0.5	0.001339	-
NF2	2594.3	-0.9	0.001346	-
LINC02202	149	-1.5	0.001346	-
C15orf41	319.8	0.6	0.001347	-
GIT1	1174.3	-0.5	0.00135	-
PSIP1	1624.2	0.4	0.001355	-
CALD1	22732.8	-0.7	0.001356	-
SPATS2	638.8	0.5	0.001366	-
PPP2CB	1936.4	-0.5	0.00137	-
ITGA2	832.7	0.9	0.00137	-
EHMT2	1175	0.5	0.00137	-
AL035681.1	63	1.6	0.001375	-
NBEAL2	169.9	-0.8	0.001396	-
PLXDC1	635.4	1.3	0.001401	-
C1GALT1C1	543.4	-0.5	0.001406	-
PHOSPHO2	95.3	-1.3	0.001407	-
TLE3	444.2	0.5	0.001408	-
ABHD15	433.9	-0.6	0.001408	-
QPCTL	147.6	-0.7	0.001417	-
ABCB10	303.6	-0.4	0.001417	-
ZNF630	26.4	1.4	0.001437	-
ITGA10	252.1	-3.1	0.00144	-
PRKG1	1579.8	0.6	0.00144	-
GPAT3	117.1	-1	0.001448	-
C2CD2	961.6	-1.1	0.00147	-
MOB3A	931.5	-0.5	0.001487	-
HSPB1	8269.3	-0.4	0.001523	-
TNFRSF1B	522.9	-0.8	0.001537	-
AIDA	3860.4	-0.4	0.001559	-
AC011472.3	8.4	-6.6	0.001559	-
SLC33A1	857.9	-0.4	0.001563	-
AHCYL2	536.9	0.8	0.001567	-
JAG1	1227.6	0.5	0.001576	-
BIRC6	3139.7	-0.3	0.001584	-
CTTNBP2	340.5	1.1	0.001597	-
SEC24B	1238.1	-0.4	0.001599	-
TPCN2	435.6	-0.5	0.001599	-
VWCE	247	1.3	0.001599	-
CAT	2097.1	-0.7	0.001604	-
SNHG3	345.2	-0.6	0.001621	-
COG6	612.4	0.5	0.001633	-
RAB5IF	623.7	-0.5	0.001642	-
DTWD1	1634.9	0.4	0.001662	-
DMC1	43.3	-1.6	0.001676	-
UNC93B1	331.5	-0.6	0.001676	-
PARPBP	180.7	0.6	0.001679	-
TCEAL7	402.1	0.5	0.00172	-
CD37	26.2	1.8	0.001747	-
OTULINL	26.5	-3.2	0.001761	-
MTERF4	479.7	0.4	0.001773	-
SEPT8	1997.3	0.3	0.001773	-
AL353150.1	143.6	-0.8	0.00178	-
FAM43A	564.6	-1.2	0.0018	-
ADGRA3	656.4	0.8	0.001801	-
SLC26A10	43.9	-1.2	0.001811	-
MBD2	1413.3	-0.5	0.001815	-
ASTE1	119.2	0.6	0.001833	-
RNPEPL1	1024.5	-0.5	0.001834	-
RHOJ	692.8	1.3	0.001838	-
TMBIM1	5288.9	-0.5	0.00184	-
SLC7A5	437.4	1.1	0.001845	-
SLC25A25	351.2	-0.4	0.001845	-
ZNF184	156.1	0.6	0.001848	-
GCNT4	427.6	-1.9	0.001849	-
ZMAT3	4266.9	0.4	0.001866	-
TEAD4	114.8	-0.8	0.001881	-
KLHDC7B	16.8	4.1	0.001891	-
DOP1A	521.7	0.5	0.0019	-
IFT81	572.6	-0.5	0.001912	-
DOK6	213	1.3	0.001922	-
SCAP	1560.7	-0.3	0.001923	-
COL9A2	67.4	0.8	0.001924	-
NR1D2	1119.5	0.6	0.00193	-
TAGLN	12586.8	-1.3	0.001932	-
GCAT	120.3	-0.6	0.001934	-
CYB5A	983.3	-0.5	0.001961	-
ADAT2	170	1	0.00197	-
LASP1	8439.7	-0.4	0.001971	-
DRP2	109.1	1	0.001971	-
MICAL2	2022.3	-1	0.001971	-
RELCH	639.6	-0.3	0.001971	-
AMMECR1L	629.4	-0.3	0.001971	-
SAMD5	319.8	0.9	0.001971	-
KCTD20	2400.1	-0.5	0.001978	-
STK3	660.7	0.5	0.001988	-
JAK2	697.3	-0.6	0.002015	-
RASL11B	121.2	-3.9	0.002021	-
UNC5B	555.1	1	0.002078	-
RASSF3	1247.3	-0.4	0.002086	-
RTTN	218.8	0.5	0.002094	-
ENTPD6	973.8	-0.3	0.002115	-
GSTA4	417.6	0.7	0.002116	-
FNDC3B	5813.3	-0.6	0.002117	-
KCNMA1	862.9	0.6	0.00214	-
VPS4A	1237	-0.3	0.002147	-
C6orf132	328.1	-0.7	0.002162	-
ZNF74	141.4	0.8	0.002167	-
SERPINH1	6822	0.6	0.002169	-
OLAH	7.5	-3	0.002172	-
HPS3	740	0.4	0.002199	-
GABARAPL2	1388.8	-0.3	0.002213	-
NPAS2	367.8	-1	0.002213	-
MFSD14B	1495	-0.4	0.002244	-
SESN3	2823.3	0.5	0.002256	-
GRK5	3080.5	-0.5	0.002256	-
MAP4K3	1400.3	-0.8	0.002259	-
ZNF365	106.9	1	0.002297	-
CSRNP3	38.6	1.4	0.002297	-
AL139393.3	126	2	0.002299	-
ITFG2	298.3	0.4	0.002374	-
N4BP3	64	1.3	0.002374	-
ACOT2	403.2	-0.8	0.002378	-
FAM161B	196.9	0.5	0.002378	-
GTF2H1	1351.6	-0.3	0.002399	-
EMC8	388.6	-0.5	0.002406	-
PPARG	518.2	-1	0.002407	-
LIMS2	656.6	-1.2	0.002415	-
KLLN	29.5	1.2	0.002415	-
SRBD1	274.1	0.6	0.002419	-
CHST3	1044.1	-0.8	0.002426	-
ALDH1B1	683.4	-1	0.002429	-
PPM1B	818.6	-0.6	0.002433	-
HGF	1221.4	0.9	0.002452	-
FOXM1	189.6	0.6	0.002452	-
ASTN2	180.3	0.6	0.002452	-
ENC1	760.3	1.2	0.002452	-
NRBP2	1415.2	-0.5	0.002452	-
OLFML1	1354.2	0.9	0.002492	-
AL137003.2	62.9	1.4	0.002525	-
HBA1	9.7	2.9	0.002543	-
ZFP36L1	3918	0.6	0.002559	-
AC000403.1	19.5	1.7	0.002563	-
AC011503.1	8.2	-3.4	0.002569	-
TNIP2	644.9	-0.5	0.002571	-
GOLGA2P7	419.2	0.9	0.002584	-
FAIM2	171.7	1.8	0.002608	-
FAH	368.7	0.5	0.002641	-
PCNA	884.6	0.6	0.002651	-
GGA2	1226.4	0.6	0.002707	-
VAPA	2534.8	-0.4	0.00272	-
DENND2A	2624.3	-0.4	0.002721	-
TEAD3	1586.9	-0.6	0.002724	-
MAT2B	1705.7	-0.5	0.002729	-
WDR77	477.8	-0.5	0.002731	-
VPS37A	950.1	-0.5	0.002731	-
RALGDS	596	0.5	0.002732	-
FAM171A2	294.9	0.9	0.002732	-
MCMBP	1093.3	-0.4	0.002732	-
SAMD9L	822.1	0.5	0.002733	-
CAV2	1475.3	-0.6	0.002746	-
PRDX6	3653	-0.4	0.002748	-
CABIN1	1651.8	-0.6	0.00275	-
TCEA1	2425	0.3	0.00275	-
PSMA5	1038.1	-0.4	0.002776	-
HACD2	616.7	-0.5	0.002776	-
PNPLA8	958	-0.5	0.002785	-
RAB11FIP3	1962.1	-0.5	0.002793	-
KIF5B	4450.8	-0.5	0.002794	-
PDPN	1058.3	-1.7	0.002801	-
PDGFA	67.5	-1	0.002837	-
ADM	17288.5	-0.6	0.002844	-
TMEM117	173.2	0.6	0.002855	-
CPNE3	2747.7	-0.4	0.002869	-
USP22	5126.2	0.3	0.002873	-
COMTD1	69.3	-1	0.002873	-
NAA20	633.6	-0.5	0.002873	-
GPR137B	657.2	-0.5	0.002886	-
MFAP2	671.5	0.6	0.002886	-
TANC2	2163.1	-0.8	0.002887	-
USP53	8742.5	-2.4	0.002913	-
PRR13	1768	-0.4	0.002913	-
SERTM2	6.5	-5.5	0.002913	-
FBLN5	9355.6	-0.3	0.002941	-
AFAP1	2107.1	0.6	0.002955	-
NBPF1	917.5	0.6	0.002959	-
STX6	1002.2	-0.4	0.002964	-
RILPL2	722.9	-0.5	0.003006	-
NUP93	605.6	-0.4	0.003027	-
RASL12	1045.8	1	0.003027	-
FOXP1	1788.8	0.4	0.003027	-
EMP3	2253.7	0.5	0.003027	-
APOOL	595.2	-0.7	0.003027	-
CXCL16	168.8	1	0.003027	-
ARHGAP42	135.5	1	0.003027	-
SERPINB9	194.9	-0.6	0.003027	-
MYO1C	8243.7	-0.5	0.003027	-
MYOSLID	10.2	-2.7	0.003027	-
AC102945.2	125.8	-0.8	0.003027	-
AC134043.2	76	-1.5	0.003027	-
BEX3	2904.1	-0.4	0.00304	-
USP47	2868.9	-0.5	0.003044	-
FBRSL1	492.2	-0.6	0.003048	-
RASL10B	142	-1	0.003088	-
CFAP69	255.8	-0.9	0.003114	-
TXLNA	3813.4	-0.4	0.003115	-
TSKU	1021.4	-0.9	0.003115	-
SQSTM1	17267.1	0.6	0.003148	-
ARHGEF3	557.5	0.9	0.003148	-
IGF1R	4560.7	-0.5	0.003151	-
QPCT	344.1	-1.1	0.003153	-
IVNS1ABP	729.7	0.6	0.003215	-
AC078850.1	7.6	-3.5	0.003225	-
KLHL38	42.4	-1	0.003228	-
RFLNB	1164.2	-0.7	0.003235	-
CAMK4	84.5	1.7	0.003257	-
CASC15	98.1	1.2	0.003263	-
MCTP1	156.3	-1.7	0.003275	-
TEAD1	8342.3	-0.7	0.003282	-
MCM2	162.8	0.6	0.003294	-
FGF22	10.8	-2.3	0.003329	-
OSGEP	296.5	0.4	0.003353	-
CMTM4	511.9	-0.7	0.003358	-
ENTPD1	906.5	0.5	0.003359	-
ZBTB12	120.1	0.8	0.003369	-
RAB29	1198.9	-0.4	0.003381	-
MMS22L	208.8	0.5	0.003384	-
MBNL1	6040	-0.7	0.003402	-
NLRP1	1512.9	0.5	0.003426	-
LBH	12927.8	-1.3	0.003427	-
LPCAT3	948.8	-0.4	0.003434	-
LRRC25	11.5	2.3	0.003435	-
TBKBP1	454.1	-0.4	0.003435	-
SLC35F6	1050.2	-0.3	0.003435	-
PIEZO2	151.1	2.2	0.003441	-
FSTL1	69742.6	-0.8	0.003481	-
GPC4	465	-0.9	0.00351	-
SGCB	3069.8	-0.5	0.00351	-
PYCR2	709.9	-0.4	0.003519	-
EYA1	100.8	0.8	0.003521	-
MICAL1	1318.2	-0.4	0.00355	-
PLEKHA8	467	-0.6	0.003561	-
DIAPH2	1291.9	-0.6	0.003576	-
ADRA2A	40.8	2.3	0.003583	-
SOCS1	222	1.1	0.003616	-
OAS2	78.3	0.9	0.003619	-
GLUD1	2926.3	-0.2	0.003631	-
ATAD3B	263.6	-0.5	0.003681	-
RBFOX2	5507.4	0.4	0.003682	-
SAMD8	1554.9	-0.5	0.003682	-
SCN7A	5014.7	-1.4	0.00369	-
CEBPG	380.3	0.6	0.00369	-
DLAT	465.2	-0.4	0.003692	-
TPD52L2	3761.6	-0.3	0.003702	-
LAMC1	33707.9	-0.6	0.003735	-
EVL	857.3	0.5	0.003735	-
PIGA	172.3	-0.9	0.003818	-
CHDH	99.1	1.5	0.003847	-
ABCC3	412.6	-1	0.003847	-
ACTR3	3631	-0.5	0.003853	-
KLC1	2457.1	-0.3	0.003859	-
DCAF1	634	-0.4	0.003923	-
BRCA2	75.9	1.4	0.003928	-
NR2F2	3199.2	-0.8	0.003939	-
COMMD9	443.1	0.4	0.003945	-
WDR1	9663.1	-0.7	0.003946	-
PQLC1	722.4	-0.4	0.003946	-
C20orf194	1549.1	-0.3	0.003949	-
USP3	424.1	0.5	0.003949	-
RAB11FIP1	1427.8	-1.4	0.003949	-
IZUMO4	38.2	-1.2	0.003965	-
